Name,Specialization,Experience (years),Degrees,Address,City,State,Contact,Email,Rating,Popular Reviews,Hospital,Consultation Fee (INR)
Dr. Ritu Chopra,Dermatologist,15,"MD, MCh","123 Street, Shillong, Meghalaya",Shillong,Meghalaya,+91 7961493333,dr..ritu.chopra@shillong.hospital.com,5.0,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,Global Care Hospital,970
Dr. Simran Iyer,Cardiologist,15,"MBBS, MS","123 Street, Nongpoh, Meghalaya",Nongpoh,Meghalaya,+91 7183579170,dr..simran.iyer@nongpoh.hospital.com,4.4,Took time to address all concerns.; Explained the condition very clearly.; Patient and compassionate treatment.,Global Care Hospital,1625
Dr. Kriti Chopra,Dermatologist,4,"PhD, MS","123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 7585044646,dr..kriti.chopra@tura.hospital.com,4.5,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,945
Dr. Tara Iyer,General Physician,16,MBBS,"123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 8252994999,dr..tara.iyer@tura.hospital.com,3.5,Highly recommended for specialized care.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,469
Dr. Vivaan Singh,Ophthalmologist,36,"DNB, MS","123 Street, Shillong, Meghalaya",Shillong,Meghalaya,+91 9615252568,dr..vivaan.singh@shillong.hospital.com,3.9,Took time to address all concerns.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,300
Dr. Naina Banerjee,General Physician,17,"DM, MCh, MBBS","123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 9741042731,dr..naina.banerjee@tura.hospital.com,3.5,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,979
Dr. Aman Nair,Gynecologist,34,"MBBS, MS, PhD","123 Street, Nongpoh, Meghalaya",Nongpoh,Meghalaya,+91 9950218166,dr..aman.nair@nongpoh.hospital.com,3.9,Explained the condition very clearly.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,1152
Dr. Advait Das,Neurologist,22,DNB,"123 Street, Nongpoh, Meghalaya",Nongpoh,Meghalaya,+91 9811884239,dr..advait.das@nongpoh.hospital.com,4.9,Highly professional and caring.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,1669
Dr. Ritu Mehta,Cardiologist,21,DNB,"123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 7922988454,dr..ritu.mehta@tura.hospital.com,3.6,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1454
Dr. Raj Kohli,Psychiatrist,29,MCh,"123 Street, Shillong, Meghalaya",Shillong,Meghalaya,+91 9006768216,dr..raj.kohli@shillong.hospital.com,4.4,Highly recommended for specialized care.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,854
Dr. Naina Nigam,Orthopedic,37,"MD, MBBS","123 Street, Shillong, Meghalaya",Shillong,Meghalaya,+91 8850145578,dr..naina.nigam@shillong.hospital.com,4.1,Patient and compassionate treatment.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,409
Dr. Aditya Roy,General Physician,33,"PhD, DM","123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 7655321901,dr..aditya.roy@tura.hospital.com,4.5,Took time to address all concerns.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,544
Dr. Aditya Menon,Orthopedic,20,PhD,"123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 8098228249,dr..aditya.menon@tura.hospital.com,4.4,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1291
Dr. Kiara Das,Cardiologist,37,DNB,"123 Street, Shillong, Meghalaya",Shillong,Meghalaya,+91 8425028089,dr..kiara.das@shillong.hospital.com,5.0,Explained the condition very clearly.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,1869
Dr. Diya Chaudhary,Ophthalmologist,4,"PhD, MCh","123 Street, Shillong, Meghalaya",Shillong,Meghalaya,+91 8649334470,dr..diya.chaudhary@shillong.hospital.com,3.6,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,885
Dr. Aarav Dey,Ophthalmologist,30,PhD,"123 Street, Nongpoh, Meghalaya",Nongpoh,Meghalaya,+91 9822000019,dr..aarav.dey@nongpoh.hospital.com,4.1,Highly professional and caring.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,1724
Dr. Mira Bhalla,Psychiatrist,8,"MD, PhD, DNB","123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 7819713892,dr..mira.bhalla@tura.hospital.com,4.5,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,1697
Dr. Siddharth Banerjee,ENT Specialist,23,"MS, MD","123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 9816281207,dr..siddharth.banerjee@tura.hospital.com,4.4,Took time to address all concerns.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,1590
Dr. Saanvi Gupta,Dermatologist,14,MS,"123 Street, Nongpoh, Meghalaya",Nongpoh,Meghalaya,+91 9535473140,dr..saanvi.gupta@nongpoh.hospital.com,3.7,Patient and compassionate treatment.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,437
Dr. Karan Iyer,Dermatologist,26,"MBBS, PhD, DNB","123 Street, Shillong, Meghalaya",Shillong,Meghalaya,+91 8282643388,dr..karan.iyer@shillong.hospital.com,3.6,Highly recommended for specialized care.; Patient and compassionate treatment.; Highly professional and caring.,Global Care Hospital,1193
Dr. Sneha Kapoor,Neurologist,16,MCh,"123 Street, Tura, Meghalaya",Tura,Meghalaya,+91 8542438427,dr..sneha.kapoor@tura.hospital.com,4.0,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,1745
Dr. Anjali Sharma,Gynecologist,13,MCh,"123 Street, Nongpoh, Meghalaya",Nongpoh,Meghalaya,+91 9232319882,dr..anjali.sharma@nongpoh.hospital.com,4.5,Highly professional and caring.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1709
Dr. Mira Nair,Dermatologist,11,"PhD, MBBS","123 Street, Nongpoh, Meghalaya",Nongpoh,Meghalaya,+91 7410485804,dr..mira.nair@nongpoh.hospital.com,3.7,Highly recommended for specialized care.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,1802
Dr. Kabir Patel,Ophthalmologist,24,"MBBS, MD, PhD","123 Street, Nongpoh, Meghalaya",Nongpoh,Meghalaya,+91 7513808481,dr..kabir.patel@nongpoh.hospital.com,4.8,Highly recommended for specialized care.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,462
Dr. Ishaan Joshi,Orthopedic,23,"MD, MCh, PhD","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 7300804026,dr..ishaan.joshi@lunglei.hospital.com,4.1,Highly professional and caring.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,812
Dr. Tara Iyer,Neurologist,39,"DM, MCh, MS","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 7233437218,dr..tara.iyer@champhai.hospital.com,4.6,Took time to address all concerns.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,1482
Dr. Harsh Chawla,ENT Specialist,15,DM,"123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 9740643038,dr..harsh.chawla@champhai.hospital.com,4.5,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1831
Dr. Aditya Ojha,Gynecologist,30,MS,"123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 7419222072,dr..aditya.ojha@aizawl.hospital.com,3.8,Explained the condition very clearly.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,823
Dr. Simran Pillai,Ophthalmologist,5,MCh,"123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 9309027938,dr..simran.pillai@lunglei.hospital.com,4.3,Highly professional and caring.; Patient and compassionate treatment.; Explained the condition very clearly.,Global Care Hospital,1655
Dr. Aman Chopra,Neurologist,37,PhD,"123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 7705167980,dr..aman.chopra@lunglei.hospital.com,4.7,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,750
Dr. Kabir Saxena,Neurologist,40,MD,"123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 7316405747,dr..kabir.saxena@lunglei.hospital.com,4.7,Highly professional and caring.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,330
Dr. Priya Agrawal,Ophthalmologist,9,"MCh, MD, PhD","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 9441693309,dr..priya.agrawal@aizawl.hospital.com,4.7,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1494
Dr. Sia Ojha,Pediatrician,40,DNB,"123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 9964145290,dr..sia.ojha@champhai.hospital.com,4.4,Highly professional and caring.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,1206
Dr. Neha Verma,Neurologist,8,"DM, MD","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 7305666230,dr..neha.verma@champhai.hospital.com,4.5,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,Global Care Hospital,898
Dr. Siddharth Pathak,General Physician,26,"MBBS, MCh","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 7775836594,dr..siddharth.pathak@aizawl.hospital.com,4.4,Patient and compassionate treatment.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,649
Dr. Varun Jain,Gynecologist,38,"MS, MD, DM","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 9867131039,dr..varun.jain@aizawl.hospital.com,3.7,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,1079
Dr. Sia Mathur,Psychiatrist,20,"MBBS, PhD","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 8274997408,dr..sia.mathur@lunglei.hospital.com,4.3,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1572
Dr. Mira Pillai,Gynecologist,26,"DM, PhD, MS","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 7640798850,dr..mira.pillai@lunglei.hospital.com,4.9,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,Global Care Hospital,1474
Dr. Varun Bose,General Physician,27,"PhD, MD, DNB","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 7731308774,dr..varun.bose@lunglei.hospital.com,4.2,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,425
Dr. Ashwin Joshi,Cardiologist,29,"MS, DNB","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 7399903389,dr..ashwin.joshi@aizawl.hospital.com,3.5,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,1742
Dr. Ishaan Sethi,Dermatologist,23,"DNB, DM, MD","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 7426628973,dr..ishaan.sethi@champhai.hospital.com,4.1,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,1666
Dr. Saanvi Mishra,Pediatrician,10,"MBBS, DM, DNB","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 8876830743,dr..saanvi.mishra@champhai.hospital.com,4.8,Highly professional and caring.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,1033
Dr. Niharika Mehta,Dermatologist,40,"DM, MCh","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 9276685755,dr..niharika.mehta@lunglei.hospital.com,4.1,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,City General Hospital,1033
Dr. Aditi Ghosh,Cardiologist,12,"MD, DNB, MS","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 9935931028,dr..aditi.ghosh@lunglei.hospital.com,5.0,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,1836
Dr. Raj Iyer,Ophthalmologist,30,"MCh, MD","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 9393166760,dr..raj.iyer@champhai.hospital.com,4.2,Explained the condition very clearly.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,1736
Dr. Kiara Kumar,General Physician,34,"PhD, MCh","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 9040060789,dr..kiara.kumar@lunglei.hospital.com,3.6,Patient and compassionate treatment.; Took time to address all concerns.; Highly professional and caring.,City General Hospital,1315
Dr. Isha Dey,Psychiatrist,19,"MS, PhD, MD","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 7497765221,dr..isha.dey@aizawl.hospital.com,3.8,Explained the condition very clearly.; Took time to address all concerns.; Patient and compassionate treatment.,Global Care Hospital,822
Dr. Kavya Roy,General Physician,40,PhD,"123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 9333317811,dr..kavya.roy@aizawl.hospital.com,3.7,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,1152
Dr. Saanvi Verma,Dermatologist,25,"MBBS, MCh","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 7418209971,dr..saanvi.verma@aizawl.hospital.com,4.1,Highly recommended for specialized care.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,688
Dr. Kriti Iyer,Pediatrician,36,"MD, PhD","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 8395736622,dr..kriti.iyer@lunglei.hospital.com,4.3,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1967
Dr. Priya Jain,Ophthalmologist,17,"DM, MBBS","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 9556401873,dr..priya.jain@aizawl.hospital.com,4.0,Took time to address all concerns.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,656
Dr. Saanvi Kohli,General Physician,5,"DNB, MS","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 7454535955,dr..saanvi.kohli@champhai.hospital.com,4.5,Explained the condition very clearly.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,1728
Dr. Anjali Banerjee,ENT Specialist,11,"DM, MCh, DNB","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 8767480441,dr..anjali.banerjee@lunglei.hospital.com,4.5,Patient and compassionate treatment.; Took time to address all concerns.; Highly professional and caring.,Global Care Hospital,1621
Dr. Sia Chopra,Ophthalmologist,20,"MS, MBBS","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 7471056655,dr..sia.chopra@lunglei.hospital.com,4.4,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,City General Hospital,1691
Dr. Nikhil Pillai,Dermatologist,5,"MBBS, MS","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 9468439454,dr..nikhil.pillai@champhai.hospital.com,4.6,Highly professional and caring.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,755
Dr. Saanvi Patel,Ophthalmologist,32,"DNB, MBBS, DM","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 9172643497,dr..saanvi.patel@champhai.hospital.com,3.5,Explained the condition very clearly.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1113
Dr. Nikhil Sharma,Psychiatrist,27,"MD, DM","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 7713106661,dr..nikhil.sharma@aizawl.hospital.com,4.4,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,1008
Dr. Raj Dey,General Physician,4,"MD, MS","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 9961151312,dr..raj.dey@aizawl.hospital.com,3.7,Highly recommended for specialized care.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,793
Dr. Ravi Pandey,Pediatrician,35,"PhD, DM, MBBS","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 7745570705,dr..ravi.pandey@aizawl.hospital.com,5.0,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1063
Dr. Nikhil Kumar,Ophthalmologist,3,MS,"123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 9466054881,dr..nikhil.kumar@aizawl.hospital.com,4.2,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1546
Dr. Meera Nair,Dermatologist,16,"MD, DNB","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 8540715844,dr..meera.nair@champhai.hospital.com,3.6,Explained the condition very clearly.; Patient and compassionate treatment.; Highly professional and caring.,Global Care Hospital,321
Dr. Vivaan Bhalla,Orthopedic,9,"MD, MBBS","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 7227966786,dr..vivaan.bhalla@champhai.hospital.com,4.8,Patient and compassionate treatment.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,1727
Dr. Aditya Singh,Ophthalmologist,12,DNB,"123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 9894291695,dr..aditya.singh@lunglei.hospital.com,4.1,Highly professional and caring.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,1580
Dr. Isha Agrawal,Neurologist,39,MBBS,"123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 9049181799,dr..isha.agrawal@lunglei.hospital.com,4.8,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,Global Care Hospital,686
Dr. Neha Verma,ENT Specialist,18,"DNB, MS, MBBS","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 7117769292,dr..neha.verma@champhai.hospital.com,5.0,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,467
Dr. Aarav Pandey,Ophthalmologist,30,"MD, PhD","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 7968697606,dr..aarav.pandey@champhai.hospital.com,4.7,Highly recommended for specialized care.; Explained the condition very clearly.; Highly professional and caring.,City General Hospital,942
Dr. Eshaan Chaudhary,Neurologist,25,"MBBS, MD, PhD","123 Street, Champhai, Mizoram",Champhai,Mizoram,+91 8263801864,dr..eshaan.chaudhary@champhai.hospital.com,3.7,Explained the condition very clearly.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,651
Dr. Arjun Das,Ophthalmologist,38,MCh,"123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 7411508272,dr..arjun.das@aizawl.hospital.com,4.0,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1200
Dr. Eshaan Ojha,ENT Specialist,21,"PhD, MCh, DNB","123 Street, Aizawl, Mizoram",Aizawl,Mizoram,+91 8456060812,dr..eshaan.ojha@aizawl.hospital.com,4.5,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,1962
Dr. Aman Mehta,Ophthalmologist,28,"DNB, MS","123 Street, Lunglei, Mizoram",Lunglei,Mizoram,+91 7667383314,dr..aman.mehta@lunglei.hospital.com,4.5,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,932
Dr. Aryan Roy,Psychiatrist,25,MD,"123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 7347613932,dr..aryan.roy@kohima.hospital.com,4.5,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,531
Dr. Ishaan Thakur,Neurologist,12,"MD, MS, DM","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 7906480028,dr..ishaan.thakur@mokokchung.hospital.com,4.9,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,1151
Dr. Lakshmi Joshi,Gynecologist,23,"MCh, MBBS","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 7176677883,dr..lakshmi.joshi@kohima.hospital.com,4.9,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,1986
Dr. Anjali Mathur,Cardiologist,7,"DNB, MCh, MBBS","123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 8801703239,dr..anjali.mathur@dimapur.hospital.com,3.9,Patient and compassionate treatment.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1459
Dr. Karan Bhalla,Pediatrician,15,"DM, MCh","123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 9038355975,dr..karan.bhalla@dimapur.hospital.com,4.0,Highly professional and caring.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,1014
Dr. Simran Chaudhary,Dermatologist,20,MBBS,"123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 9206023840,dr..simran.chaudhary@kohima.hospital.com,3.6,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,516
Dr. Priya Pandey,Dermatologist,31,MS,"123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 9402181184,dr..priya.pandey@dimapur.hospital.com,4.6,Highly professional and caring.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,1949
Dr. Arjun Menon,Pediatrician,19,"MBBS, PhD","123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 7188645051,dr..arjun.menon@dimapur.hospital.com,4.1,Highly professional and caring.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,875
Dr. Advait Bose,Pediatrician,27,"PhD, DM","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 8428875779,dr..advait.bose@kohima.hospital.com,4.5,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,1194
Dr. Eshaan Malhotra,Dermatologist,21,MBBS,"123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 9004802822,dr..eshaan.malhotra@mokokchung.hospital.com,3.6,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,626
Dr. Naina Chawla,General Physician,19,"MD, MS, DNB","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 8997854470,dr..naina.chawla@kohima.hospital.com,3.6,Took time to address all concerns.; Explained the condition very clearly.; Patient and compassionate treatment.,Global Care Hospital,884
Dr. Ashwin Singh,Ophthalmologist,23,"MS, MCh, PhD","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 7916739621,dr..ashwin.singh@kohima.hospital.com,4.7,Highly recommended for specialized care.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1993
Dr. Sneha Malhotra,Gynecologist,29,"PhD, MBBS, MS","123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 7125990039,dr..sneha.malhotra@dimapur.hospital.com,3.8,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,786
Dr. Varun Saxena,Psychiatrist,19,"DNB, DM","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 7533987691,dr..varun.saxena@mokokchung.hospital.com,4.4,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,971
Dr. Neha Nair,Cardiologist,32,"MS, MBBS","123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 9922066530,dr..neha.nair@dimapur.hospital.com,4.0,Took time to address all concerns.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,468
Dr. Aditya Mishra,Ophthalmologist,8,DNB,"123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 7819690850,dr..aditya.mishra@mokokchung.hospital.com,4.4,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,1772
Dr. Arjun Ojha,Ophthalmologist,10,DM,"123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 7555040859,dr..arjun.ojha@kohima.hospital.com,4.7,Patient and compassionate treatment.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,1346
Dr. Kabir Jain,Cardiologist,12,"MS, DM","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 7112671659,dr..kabir.jain@mokokchung.hospital.com,3.6,Highly recommended for specialized care.; Took time to address all concerns.; Highly professional and caring.,Global Care Hospital,875
Dr. Tara Patel,Neurologist,3,MD,"123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 8367110869,dr..tara.patel@mokokchung.hospital.com,3.7,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,Global Care Hospital,1930
Dr. Meera Chaudhary,ENT Specialist,9,"MCh, MBBS","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 8817659575,dr..meera.chaudhary@kohima.hospital.com,4.4,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,1357
Dr. Aman Sharma,Ophthalmologist,4,PhD,"123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 7803410649,dr..aman.sharma@kohima.hospital.com,4.6,Highly recommended for specialized care.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,681
Dr. Arjun Bhalla,Cardiologist,6,"PhD, MS","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 8348633703,dr..arjun.bhalla@kohima.hospital.com,4.4,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1127
Dr. Eshaan Roy,ENT Specialist,31,PhD,"123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 9504009023,dr..eshaan.roy@dimapur.hospital.com,4.7,Highly professional and caring.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,1993
Dr. Kavya Kapoor,Ophthalmologist,36,DM,"123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 9775933260,dr..kavya.kapoor@dimapur.hospital.com,4.3,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,1761
Dr. Vivaan Verma,Cardiologist,39,"PhD, MS","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 9739239152,dr..vivaan.verma@kohima.hospital.com,4.4,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,1355
Dr. Aditya Nigam,ENT Specialist,19,DNB,"123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 9960265671,dr..aditya.nigam@kohima.hospital.com,4.9,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1471
Dr. Ritu Das,Pediatrician,19,"MBBS, MD, MCh","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 8619065362,dr..ritu.das@kohima.hospital.com,4.4,Took time to address all concerns.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,1020
Dr. Kriti Chaudhary,Orthopedic,12,PhD,"123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 9463359932,dr..kriti.chaudhary@kohima.hospital.com,4.0,Explained the condition very clearly.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,427
Dr. Ravi Verma,Neurologist,34,"PhD, MS, DM","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 7609188012,dr..ravi.verma@mokokchung.hospital.com,4.5,Highly recommended for specialized care.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,530
Dr. Aditya Mehta,Pediatrician,17,"PhD, MCh, MS","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 8717925078,dr..aditya.mehta@kohima.hospital.com,4.1,Highly professional and caring.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,1373
